League,Club,Player,Position,Date of Birth,Age,Market Value
Ligue 1,Stade Rennais FC,Namakoro Diallo,Left-Back,"Mar 29, 1996",23,300000.0
Ligue 1,Stade Rennais FC,Hamari Traoré,Right-Back,"Jan 27, 1992",27,6000000.0
Ligue 1,Stade Rennais FC,Mehdi Zeffane,Right-Back,"May 19, 1992",26,1000000.0
Ligue 1,Stade Rennais FC,Romain Danzé,Right-Back,"Jul 3, 1986",32,750000.0
Ligue 1,Stade Rennais FC,Benjamin Bourigeaud,Central Midfield,"Jan 14, 1994",25,12000000.0
Ligue 1,Stade Rennais FC,Benjamin André,Central Midfield,"Aug 3, 1990",28,10000000.0
Ligue 1,Stade Rennais FC,Clément Grenier,Central Midfield,"Jan 7, 1991",28,7500000.0
Ligue 1,Stade Rennais FC,James Léa Siliki,Central Midfield,"Jun 12, 1996",22,5000000.0
Ligue 1,Stade Rennais FC,Jakob Johansson,Central Midfield,"Jun 21, 1990",28,2500000.0
Ligue 1,Stade Rennais FC,Nicolas Janvier,Central Midfield,"Aug 11, 1998",20,300000.0
Ligue 1,Stade Rennais FC,Armand Laurienté,Left Midfield,"Dec 4, 1998",20,300000.0
Ligue 1,Stade Rennais FC,Hatem Ben Arfa,Attacking Midfield,"Mar 7, 1987",32,6000000.0
Ligue 1,Stade Rennais FC,Rafik Guitane,Attacking Midfield,"May 26, 1999",19,5000000.0
Ligue 1,Stade Rennais FC,Adrien Hunou,Attacking Midfield,"Jan 19, 1994",25,3500000.0
Ligue 1,Stade Rennais FC,Ismaïla Sarr,Left Winger,"Feb 25, 1998",21,27000000.0
Ligue 1,Stade Rennais FC,Romain Del Castillo,Right Winger,"Mar 29, 1996",23,2500000.0
Ligue 1,Stade Rennais FC,M'Baye Niang,Centre-Forward,"Dec 19, 1994",24,8000000.0
Ligue 1,Stade Rennais FC,Jordan Siebatcheu,Centre-Forward,"Apr 26, 1996",22,7000000.0
Ligue 1,FC Girondins Bordeaux,Benoît Costil,Goalkeeper,"Jul 3, 1987",31,5500000.0
Ligue 1,FC Girondins Bordeaux,Jérôme Prior,Goalkeeper,"Aug 8, 1995",23,1000000.0
Ligue 1,FC Girondins Bordeaux,Gaëtan Poussin,Goalkeeper,"Jan 13, 1999",20,500000.0
Ligue 1,FC Girondins Bordeaux,Over Mandanda,Goalkeeper,"Oct 26, 1998",20,100000.0
Ligue 1,FC Girondins Bordeaux,Jules Koundé,Centre-Back,"Nov 12, 1998",20,12000000.0
Ligue 1,FC Girondins Bordeaux,Pablo,Centre-Back,"Jun 21, 1991",27,10000000.0
Ligue 1,FC Girondins Bordeaux,Vukasin Jovanovic,Centre-Back,"May 17, 1996",22,3000000.0
Ligue 1,FC Girondins Bordeaux,Igor Lewczuk,Centre-Back,"May 30, 1985",33,500000.0
Ligue 1,FC Girondins Bordeaux,Maxime Poundjé,Left-Back,"Aug 16, 1992",26,4500000.0
Ligue 1,FC Girondins Bordeaux,Youssouf Sabaly,Right-Back,"Mar 5, 1993",26,10000000.0
Ligue 1,FC Girondins Bordeaux,Sergi Palencia,Right-Back,"Mar 23, 1996",23,6000000.0
Ligue 1,FC Girondins Bordeaux,Otávio,Defensive Midfield,"May 4, 1994",24,7000000.0
Ligue 1,FC Girondins Bordeaux,Aurélien Tchouaméni,Central Midfield,"Jan 27, 2000",19,7000000.0
Ligue 1,FC Girondins Bordeaux,Younousse Sankharé,Central Midfield,"Sep 10, 1989",29,5000000.0
Ligue 1,FC Girondins Bordeaux,Toma Basic,Central Midfield,"Nov 25, 1996",22,4000000.0
Ligue 1,FC Girondins Bordeaux,Jaroslav Plasil,Central Midfield,"Jan 5, 1982",37,750000.0
Ligue 1,FC Girondins Bordeaux,Yacine Adli,Attacking Midfield,"Jul 29, 2000",18,5500000.0
Ligue 1,FC Girondins Bordeaux,François Kamano,Left Winger,"May 1, 1996",22,14000000.0
Ligue 1,FC Girondins Bordeaux,Yann Karamoh,Right Winger,"Jul 8, 1998",20,10000000.0
Ligue 1,FC Girondins Bordeaux,Samuel Kalu,Right Winger,"Aug 26, 1997",21,10000000.0
Ligue 1,FC Girondins Bordeaux,Zaydou Youssouf,Right Winger,"Jul 11, 1999",19,4000000.0
Ligue 1,FC Girondins Bordeaux,Nicolas de Préville,Centre-Forward,"Jan 8, 1991",28,4000000.0
Ligue 1,FC Girondins Bordeaux,Andreas Cornelius,Centre-Forward,"Mar 16, 1993",26,3000000.0
Ligue 1,FC Girondins Bordeaux,Jimmy Briand,Centre-Forward,"Aug 2, 1985",33,2500000.0
Ligue 1,FC Girondins Bordeaux,Josh Maja,Centre-Forward,"Dec 27, 1998",20,1700000.0
Ligue 1,AS Saint-Étienne,Stéphane Ruffier,Goalkeeper,"Sep 27, 1986",32,4000000.0
Ligue 1,AS Saint-Étienne,Jessy Moulin,Goalkeeper,"Jan 13, 1986",33,250000.0
Ligue 1,AS Saint-Étienne,Théo Vermot,Goalkeeper,"Jan 27, 1997",22,150000.0
Ligue 1,AS Saint-Étienne,Stefan Bajic,Goalkeeper,"Dec 23, 2001",17,150000.0
Ligue 1,AS Saint-Étienne,Timothée Kolodziejczak,Centre-Back,"Oct 1, 1991",27,6000000.0
Ligue 1,AS Saint-Étienne,Neven Subotic,Centre-Back,"Dec 10, 1988",30,5000000.0
Ligue 1,AS Saint-Étienne,William Saliba,Centre-Back,"Mar 24, 2001",18,3000000.0
Ligue 1,AS Saint-Étienne,Loïc Perrin,Centre-Back,"Aug 7, 1985",33,2500000.0
Ligue 1,AS Saint-Étienne,Gabriel Silva,Left-Back,"May 13, 1991",27,2500000.0
Ligue 1,AS Saint-Étienne,Pierre-Yves Polomat,Left-Back,"Dec 27, 1993",25,1000000.0
Ligue 1,AS Saint-Étienne,Mathieu Debuchy,Right-Back,"Jul 28, 1985",33,3000000.0
Ligue 1,AS Saint-Étienne,Mickaël Panos,Right-Back,"Feb 10, 1997",22,150000.0
Ligue 1,AS Saint-Étienne,Yann M'Vila,Defensive Midfield,"Jun 29, 1990",28,10000000.0
Ligue 1,AS Saint-Étienne,Youssef Aït Bennasser,Central Midfield,"Jul 7, 1996",22,10000000.0
Ligue 1,AS Saint-Étienne,Valentín Vada,Central Midfield,"Mar 6, 1996",23,4000000.0
Ligue 1,AS Saint-Étienne,Wahbi Khazri,Attacking Midfield,"Feb 8, 1991",28,16000000.0
Ligue 1,AS Saint-Étienne,Rémy Cabella,Attacking Midfield,"Mar 8, 1990",29,14000000.0
Ligue 1,AS Saint-Étienne,Kévin Monnet-Paquet,Left Winger,"Aug 19, 1988",30,2000000.0
Ligue 1,AS Saint-Étienne,Arnaud Nordin,Left Winger,"Jun 17, 1998",20,1500000.0
Ligue 1,AS Saint-Étienne,Yannis Salibur,Right Winger,"Jan 24, 1991",28,5000000.0
Ligue 1,AS Saint-Étienne,Romain Hamouma,Right Winger,"Mar 29, 1987",32,2500000.0
Ligue 1,AS Saint-Étienne,Loïs Diony,Centre-Forward,"Dec 20, 1992",26,6000000.0
Ligue 1,AS Saint-Étienne,Robert Beric,Centre-Forward,"Jun 17, 1991",27,4500000.0
Ligue 1,AS Saint-Étienne,Makhtar Gueye,Centre-Forward,"Dec 4, 1997",21,150000.0
Ligue 1,FC Nantes,Ciprian Tătăruşanu,Goalkeeper,"Feb 9, 1986",33,2500000.0
Ligue 1,FC Nantes,Maxime Dupé,Goalkeeper,"Mar 4, 1993",26,800000.0
Ligue 1,FC Nantes,Alexandre Olliero,Goalkeeper,"Feb 15, 1996",23,400000.0
Ligue 1,FC Nantes,Quentin Braat,Goalkeeper,"Jul 6, 1997",21,150000.0
Ligue 1,FC Nantes,Diego Carlos,Centre-Back,"Mar 15, 1993",26,10000000.0
Ligue 1,FC Nantes,Edgar Ié,Centre-Back,"May 1, 1994",24,3000000.0
Ligue 1,FC Nantes,Nicolas Pallois,Centre-Back,"Sep 19, 1987",31,2000000.0
Ligue 1,FC Nantes,Anthony Walongwa,Centre-Back,"Oct 15, 1993",25,400000.0
Ligue 1,FC Nantes,Thomas Basila,Centre-Back,"Apr 30, 1999",19,150000.0
Ligue 1,FC Nantes,Lucas Lima,Left-Back,"Oct 10, 1991",27,7500000.0
Ligue 1,FC Nantes,Charles Traoré,Left-Back,"Jan 1, 1992",27,2000000.0
Ligue 1,FC Nantes,Enock Kwateng,Right-Back,"Apr 9, 1997",22,5000000.0
Ligue 1,FC Nantes,Fábio,Right-Back,"Jul 9, 1990",28,2000000.0
Ligue 1,FC Nantes,Abdoulaye Touré,Defensive Midfield,"Mar 3, 1994",25,10000000.0
Ligue 1,FC Nantes,Andrei Girotto,Defensive Midfield,"Feb 17, 1992",27,2000000.0
Ligue 1,FC Nantes,Rene Krhin,Defensive Midfield,"May 21, 1990",28,1500000.0
Ligue 1,FC Nantes,Valentin Rongier,Central Midfield,"Dec 7, 1994",24,14000000.0
Ligue 1,FC Nantes,Samuel Moutoussamy,Central Midfield,"Aug 12, 1996",22,2000000.0
Ligue 1,FC Nantes,Lucas Evangelista,Right Midfield,"May 6, 1995",23,5000000.0
Ligue 1,FC Nantes,Kayembe,Left Midfield,"Aug 8, 1994",24,1000000.0
Ligue 1,FC Nantes,Abdoulaye Dabo,Left Midfield,"Mar 4, 2001",18,1000000.0
Ligue 1,FC Nantes,Gabriel Boschilia,Attacking Midfield,"Mar 5, 1996",23,10000000.0
Ligue 1,FC Nantes,Anthony Limbombe,Left Winger,"Jul 15, 1994",24,6500000.0
Ligue 1,FC Nantes,Valentin Eysseric,Left Winger,"Mar 25, 1992",27,4000000.0
Ligue 1,FC Nantes,Yassine El Ghanassy,Left Winger,"Jul 12, 1990",28,1200000.0
Ligue 1,FC Nantes,Kalifa Coulibaly,Centre-Forward,"Aug 21, 1991",27,2500000.0
Ligue 1,FC Nantes,Majeed Waris,Centre-Forward,"Sep 19, 1991",27,2500000.0
Ligue 1,FC Nantes,Antonio Mance,Centre-Forward,"Aug 7, 1995",23,500000.0
Ligue 1,FC Nantes,Randal Kolo Muani,Centre-Forward,"Dec 5, 1998",20,150000.0
Ligue 1,RC Strasbourg Alsace,Matz Sels,Goalkeeper,"Feb 26, 1992",27,6500000.0
Ligue 1,RC Strasbourg Alsace,Bingourou Kamara,Goalkeeper,"Oct 21, 1996",22,2500000.0
Ligue 1,RC Strasbourg Alsace,Eiji Kawashima,Goalkeeper,"Mar 20, 1983",36,250000.0
Ligue 1,RC Strasbourg Alsace,Louis Pelletier,Goalkeeper,"Feb 3, 2000",19,150000.0
Ligue 1,RC Strasbourg Alsace,Lamine Koné,Centre-Back,"Feb 1, 1989",30,4000000.0
Ligue 1,RC Strasbourg Alsace,Stefan Mitrovic,Centre-Back,"May 22, 1990",28,3500000.0
Ligue 1,RC Strasbourg Alsace,Pablo Martinez,Centre-Back,"Feb 21, 1989",30,2500000.0
Ligue 1,RC Strasbourg Alsace,Anthony Caci,Centre-Back,"Jul 1, 1997",21,2500000.0
Ligue 1,RC Strasbourg Alsace,Duplexe Tchamba,Centre-Back,"Jul 10, 1998",20,150000.0
Ligue 1,RC Strasbourg Alsace,Lionel Carole,Left-Back,"Apr 12, 1991",28,3000000.0
Ligue 1,RC Strasbourg Alsace,Abdallah Ndour,Left-Back,"Dec 20, 1993",25,600000.0
Ligue 1,RC Strasbourg Alsace,Kenny Lala,Right-Back,"Oct 3, 1991",27,12000000.0
Ligue 1,RC Strasbourg Alsace,Ismaël Aaneba,Right-Back,"May 29, 1999",19,1000000.0
Ligue 1,RC Strasbourg Alsace,Ibrahima Sissoko,Defensive Midfield,"Oct 27, 1997",21,5000000.0
Ligue 1,RC Strasbourg Alsace,Jérémy Grimm,Defensive Midfield,"Mar 27, 1987",32,600000.0
Ligue 1,RC Strasbourg Alsace,Jonas Martin,Central Midfield,"Apr 9, 1990",29,5000000.0
Ligue 1,RC Strasbourg Alsace,Youssouf Fofana,Central Midfield,"Jan 10, 1999",20,5000000.0
Ligue 1,RC Strasbourg Alsace,Sanjin Prcic,Central Midfield,"Nov 20, 1993",25,2500000.0
Ligue 1,RC Strasbourg Alsace,Dimitri Liénard,Central Midfield,"Feb 13, 1988",31,2000000.0
Ligue 1,RC Strasbourg Alsace,Anthony Gonçalves,Central Midfield,"Mar 6, 1986",33,500000.0
Ligue 1,RC Strasbourg Alsace,Samuel Grandsir,Right Midfield,"Aug 14, 1996",22,3500000.0
Ligue 1,RC Strasbourg Alsace,Moataz Zemzemi,Left Midfield,"Aug 7, 1999",19,250000.0
Ligue 1,RC Strasbourg Alsace,Adrien Thomasson,Attacking Midfield,"Dec 10, 1993",25,8000000.0
Ligue 1,RC Strasbourg Alsace,Benjamin Corgnet,Attacking Midfield,"Apr 6, 1987",32,1000000.0
Ligue 1,RC Strasbourg Alsace,Lebo Mothiba,Centre-Forward,"Jan 28, 1996",23,7000000.0
Ligue 1,RC Strasbourg Alsace,Nuno Da Costa,Centre-Forward,"Feb 10, 1991",28,5000000.0
Ligue 1,RC Strasbourg Alsace,Ludovic Ajorque,Centre-Forward,"Feb 25, 1994",25,3000000.0
Ligue 1,RC Strasbourg Alsace,Idriss Saadi,Centre-Forward,"Feb 8, 1992",27,2000000.0
Ligue 1,RC Strasbourg Alsace,Kévin Zohi,Centre-Forward,"Dec 19, 1996",22,2000000.0
Ligue 1,HSC Montpellier,Benjamin Lecomte,Goalkeeper,"Apr 26, 1991",27,12500000.0
Ligue 1,HSC Montpellier,Dimitry Bertaud,Goalkeeper,"Jun 6, 1998",20,400000.0
Ligue 1,HSC Montpellier,Jonathan Ligali,Goalkeeper,"May 28, 1991",27,300000.0
Ligue 1,HSC Montpellier,Pedro Mendes,Centre-Back,"Oct 1, 1990",28,6000000.0
Ligue 1,HSC Montpellier,Nicolas Cozza,Centre-Back,"Jan 8, 1999",20,4000000.0
Ligue 1,HSC Montpellier,Daniel Congré,Centre-Back,"Apr 5, 1985",34,750000.0
Ligue 1,HSC Montpellier,Bryan Passi,Centre-Back,"Aug 5, 1997",21,150000.0
Ligue 1,HSC Montpellier,Hilton,Centre-Back,"Sep 13, 1977",41,100000.0
Ligue 1,HSC Montpellier,Ambroise Oyongo,Left-Back,"Jun 22, 1991",27,4000000.0
Ligue 1,HSC Montpellier,Ruben Aguilar,Right-Back,"Apr 26, 1993",25,6000000.0
Ligue 1,HSC Montpellier,Mathías Suárez,Right-Back,"Jun 24, 1996",22,1000000.0
Ligue 1,HSC Montpellier,Jérémie Porsan-Clemente,Right-Back,"Dec 16, 1997",21,150000.0
Ligue 1,HSC Montpellier,Kylian Kaïboué,Midfielder,"Aug 20, 1998",20,50000.0
Ligue 1,HSC Montpellier,Ellyes Skhiri,Defensive Midfield,"May 10, 1995",23,10000000.0
Ligue 1,HSC Montpellier,Junior Sambia,Defensive Midfield,"Sep 7, 1996",22,4000000.0
Ligue 1,HSC Montpellier,Damien Le Tallec,Defensive Midfield,"Apr 19, 1990",28,4000000.0
Ligue 1,HSC Montpellier,Paul Lasne,Defensive Midfield,"Jan 16, 1989",30,2500000.0
Ligue 1,HSC Montpellier,Facundo Píriz,Defensive Midfield,"Mar 27, 1990",29,1500000.0
Ligue 1,HSC Montpellier,Killian Sanson,Defensive Midfield,"Jun 7, 1997",21,150000.0
Ligue 1,HSC Montpellier,Mihailo Ristic,Central Midfield,"Oct 31, 1995",23,800000.0
Ligue 1,HSC Montpellier,Florent Mollet,Attacking Midfield,"Nov 19, 1991",27,7000000.0
Ligue 1,HSC Montpellier,Keagan Dolly,Left Winger,"Jan 22, 1993",26,1500000.0
Ligue 1,HSC Montpellier,Souleymane Camara,Right Winger,"Dec 22, 1982",36,250000.0
Ligue 1,HSC Montpellier,Andy Delort,Centre-Forward,"Oct 9, 1991",27,10000000.0
Ligue 1,HSC Montpellier,Gaëtan Laborde,Centre-Forward,"May 3, 1994",24,8000000.0
Ligue 1,HSC Montpellier,Petar Skuletic,Centre-Forward,"Jun 29, 1990",28,1000000.0
Ligue 1,HSC Montpellier,Yannis Ammour,Centre-Forward,"May 21, 1999",19,50000.0
Ligue 1,Nîmes Olympique,Paul Bernardoni,Goalkeeper,"Apr 18, 1997",21,6000000.0
Ligue 1,Nîmes Olympique,Baptiste Valette,Goalkeeper,"Sep 1, 1992",26,1000000.0
Ligue 1,Nîmes Olympique,Martin Sourzac,Goalkeeper,"Mar 25, 1992",27,300000.0
Ligue 1,Nîmes Olympique,Anthony Briancon,Centre-Back,"Nov 28, 1994",24,5000000.0
Ligue 1,Nîmes Olympique,Loïck Landre,Centre-Back,"May 5, 1992",26,3000000.0
Ligue 1,Nîmes Olympique,Féthi Harek,Centre-Back,"Oct 21, 1982",36,250000.0
Ligue 1,Nîmes Olympique,Hervé Lybohy,Centre-Back,"Jul 23, 1983",35,150000.0
Ligue 1,Nîmes Olympique,Faitout Maouassa,Left-Back,"Jul 6, 1998",20,6000000.0
Ligue 1,Nîmes Olympique,Florian Miguel,Left-Back,"Sep 1, 1996",22,1000000.0
Ligue 1,Nîmes Olympique,Sofiane Alakouch,Right-Back,"Jul 29, 1998",20,4000000.0
Ligue 1,Nîmes Olympique,Gaëtan Paquiez,Right-Back,"Feb 15, 1994",25,800000.0
Ligue 1,Nîmes Olympique,Mustapha Diallo,Defensive Midfield,"May 14, 1986",32,1500000.0
Ligue 1,Nîmes Olympique,Abdel Malik Hsissane,Defensive Midfield,"Jan 28, 1991",28,200000.0
Ligue 1,Nîmes Olympique,Téji Savanier,Central Midfield,"Dec 22, 1991",27,10000000.0
Ligue 1,Nîmes Olympique,Jordan Ferri,Central Midfield,"Mar 12, 1992",27,4000000.0
Ligue 1,Nîmes Olympique,Antonin Bobichon,Central Midfield,"Sep 14, 1995",23,3500000.0
Ligue 1,Nîmes Olympique,Theo Valls,Central Midfield,"Dec 18, 1995",23,2500000.0
Ligue 1,Nîmes Olympique,Pierrick Valdivia,Central Midfield,"Apr 18, 1988",30,800000.0
Ligue 1,Nîmes Olympique,Sada Thioub,Right Midfield,"Jun 1, 1995",23,5500000.0
Ligue 1,Nîmes Olympique,Denis Bouanga,Left Midfield,"Nov 11, 1994",24,6000000.0
Ligue 1,Nîmes Olympique,Renaud Ripart,Left Midfield,"Mar 14, 1993",26,2500000.0
Ligue 1,Nîmes Olympique,Panagiotis Vlachodimos,Left Midfield,"Oct 12, 1991",27,800000.0
Ligue 1,Nîmes Olympique,Umut Bozok,Centre-Forward,"Sep 19, 1996",22,6000000.0
Ligue 1,Nîmes Olympique,Rachid Alioui,Centre-Forward,"Jun 18, 1992",26,4000000.0
Ligue 1,Nîmes Olympique,Baptiste Guillaume,Centre-Forward,"Jun 16, 1995",23,3000000.0
Ligue 1,Nîmes Olympique,Clément Depres,Centre-Forward,"Nov 25, 1994",24,1500000.0
Ligue 1,Nîmes Olympique,Sami Ben Amar,Centre-Forward,"Mar 2, 1998",21,150000.0
Ligue 1,FC Toulouse,Baptiste Reynet,Goalkeeper,"Oct 28, 1990",28,5000000.0
Ligue 1,FC Toulouse,Mauro Goicoechea,Goalkeeper,"Mar 27, 1988",31,800000.0
Ligue 1,FC Toulouse,Marc Vidal,Goalkeeper,"Jun 3, 1991",27,150000.0
Ligue 1,FC Toulouse,Christopher Jullien,Centre-Back,"Mar 22, 1993",26,6000000.0
Ligue 1,FC Toulouse,Gen Shoji,Centre-Back,"Dec 11, 1992",26,3800000.0
Ligue 1,FC Toulouse,Bafodé Diakité,Centre-Back,"Jan 6, 2001",18,1000000.0
Ligue 1,FC Toulouse,Issiaga Sylla,Left-Back,"Jan 1, 1994",25,3000000.0
Ligue 1,FC Toulouse,François Moubandje,Left-Back,"Jun 21, 1990",28,3000000.0
Ligue 1,FC Toulouse,Mathieu Gonçalves,Left-Back,"Jun 8, 2001",17,150000.0
Ligue 1,FC Toulouse,Kelvin Amian,Right-Back,"Feb 8, 1998",21,5000000.0
Ligue 1,FC Toulouse,Steven Moreira,Right-Back,"Aug 13, 1994",24,1250000.0
Ligue 1,FC Toulouse,Ibrahim Sangaré,Defensive Midfield,"Dec 2, 1997",21,12000000.0
Ligue 1,FC Toulouse,Kalidou Sidibé,Defensive Midfield,"Jan 28, 1999",20,1000000.0
Ligue 1,FC Toulouse,Yannick Cahuzac,Defensive Midfield,"Jan 18, 1985",34,750000.0
Ligue 1,FC Toulouse,John Bostock,Central Midfield,"Jan 15, 1992",27,750000.0
Ligue 1,FC Toulouse,Manu García,Attacking Midfield,"Jan 2, 1998",21,5000000.0
Ligue 1,FC Toulouse,Hakim El Mokeddem,Attacking Midfield,"Feb 15, 1999",20,150000.0
Ligue 1,FC Toulouse,Max Gradel,Left Winger,"Nov 30, 1987",31,8000000.0
Ligue 1,FC Toulouse,Jimmy Durmaz,Left Winger,"Mar 22, 1989",30,2000000.0
Ligue 1,FC Toulouse,Adil Taoui,Left Winger,"Aug 10, 2001",17,150000.0
Ligue 1,FC Toulouse,Corentin Jean,Right Winger,"Jul 15, 1995",23,2500000.0
Ligue 1,FC Toulouse,Mathieu Dossevi,Right Winger,"Feb 12, 1988",31,2500000.0
Ligue 1,FC Toulouse,Firmin Mubele,Centre-Forward,"Apr 17, 1994",24,3500000.0
Ligue 1,FC Toulouse,Aaron Leya Iseka,Centre-Forward,"Nov 15, 1997",21,3000000.0
Ligue 1,FC Toulouse,Yaya Sanogo,Centre-Forward,"Jan 27, 1993",26,2000000.0
Ligue 1,Stade Reims,Edouard Mendy,Goalkeeper,"Mar 1, 1992",27,8000000.0
Ligue 1,Stade Reims,Johann Carrasso,Goalkeeper,"May 7, 1988",30,500000.0
Ligue 1,Stade Reims,Nicolas Lemaître,Goalkeeper,"Jan 12, 1997",22,150000.0
Ligue 1,Stade Reims,Ryan Bouallak,Goalkeeper,"Aug 19, 1999",19,150000.0
Ligue 1,Stade Reims,Björn Engels,Centre-Back,"Sep 15, 1994",24,6000000.0
Ligue 1,Stade Reims,Yunis Abdelhamid,Centre-Back,"Sep 28, 1987",31,2000000.0
Ligue 1,Stade Reims,Thomas Fontaine,Centre-Back,"May 8, 1991",27,1000000.0
Ligue 1,Stade Reims,Axel Disasi,Centre-Back,"Mar 11, 1998",21,400000.0
Ligue 1,Stade Reims,Ghislain Konan,Left-Back,"Dec 27, 1995",23,5000000.0
Ligue 1,Stade Reims,Abdul Rahman Baba,Left-Back,"Jul 2, 1994",24,5000000.0
Ligue 1,Stade Reims,Hassane Kamara,Left-Back,"Mar 5, 1994",25,700000.0
Ligue 1,Stade Reims,Moussa Bana,Left-Back,"Oct 1, 1997",21,150000.0
Ligue 1,Stade Reims,Thomas Foket,Right-Back,"Sep 25, 1994",24,6000000.0
Ligue 1,Stade Reims,Sambou Sissoko,Right-Back,"Apr 27, 1999",19,300000.0
Ligue 1,Stade Reims,Alaixys Romao,Defensive Midfield,"Jan 18, 1984",35,800000.0
Ligue 1,Stade Reims,Nolan Mbemba,Defensive Midfield,"Feb 19, 1995",24,600000.0
Ligue 1,Stade Reims,Xavier Chavalerin,Central Midfield,"Mar 7, 1991",28,4000000.0
Ligue 1,Stade Reims,Tristan Dingomé,Central Midfield,"Feb 17, 1991",28,2000000.0
Ligue 1,Stade Reims,Mathieu Cafaro,Attacking Midfield,"Mar 25, 1997",22,4000000.0
Ligue 1,Stade Reims,Marvin Martin,Attacking Midfield,"Jan 10, 1988",31,700000.0
Ligue 1,Stade Reims,Moreto Cassamá,Attacking Midfield,"Feb 16, 1998",21,350000.0
Ligue 1,Stade Reims,Virgile Piechocki,Attacking Midfield,"Jan 12, 1997",22,150000.0
Ligue 1,Stade Reims,Arbër Zeneli,Left Winger,"Feb 25, 1995",24,6000000.0
Ligue 1,Stade Reims,Moussa Doumbia,Left Winger,"Aug 15, 1994",24,1750000.0
Ligue 1,Stade Reims,Rémi Oudin,Right Winger,"Nov 18, 1996",22,7000000.0
Ligue 1,Stade Reims,Sheyi Ojo,Right Winger,"Jun 19, 1997",21,2000000.0
Ligue 1,Stade Reims,Hyun-jun Suk,Centre-Forward,"Jun 29, 1991",27,3500000.0
Ligue 1,Stade Reims,Pablo Chavarría,Centre-Forward,"Jan 2, 1988",31,3000000.0
Ligue 1,FCO Dijon,Rúnar Alex Rúnarsson,Goalkeeper,"Feb 18, 1995",24,3000000.0
Ligue 1,FCO Dijon,Bobby Allain,Goalkeeper,"Nov 28, 1991",27,800000.0
Ligue 1,FCO Dijon,Lévi Ntumba,Goalkeeper,"Jan 12, 2001",18,150000.0
Ligue 1,FCO Dijon,Cédric Yambéré,Centre-Back,"Nov 6, 1990",28,2500000.0
Ligue 1,FCO Dijon,Wesley Lautoa,Centre-Back,"Aug 25, 1987",31,2000000.0
Ligue 1,FCO Dijon,Nayef Aguerd,Centre-Back,"Mar 30, 1996",23,1250000.0
Ligue 1,FCO Dijon,Senou Coulibaly,Centre-Back,"Sep 4, 1994",24,1000000.0
Ligue 1,FCO Dijon,Oussama Haddadi,Left-Back,"Jan 28, 1992",27,3000000.0
Ligue 1,FCO Dijon,Arnold Bouka Moutou,Left-Back,"Nov 28, 1988",30,800000.0
Ligue 1,FCO Dijon,Valentin Rosier,Right-Back,"Aug 19, 1996",22,8000000.0
Ligue 1,FCO Dijon,Mickaël Alphonse,Right-Back,"Jul 12, 1989",29,900000.0
Ligue 1,FCO Dijon,Fouad Chafik,Right-Back,"Oct 16, 1986",32,800000.0
Ligue 1,FCO Dijon,Enzo Loiodice,Central Midfield,"Nov 27, 2000",18,5500000.0
Ligue 1,FCO Dijon,Romain Amalfitano,Central Midfield,"Aug 27, 1989",29,2000000.0
Ligue 1,FCO Dijon,Mehdi Abeid,Central Midfield,"Aug 6, 1992",26,1750000.0
Ligue 1,FCO Dijon,Jordan Marié,Central Midfield,"Sep 29, 1991",27,1250000.0
Ligue 1,FCO Dijon,Florent Balmont,Central Midfield,"Feb 2, 1980",39,250000.0
Ligue 1,FCO Dijon,Frédéric Sammaritano,Attacking Midfield,"Mar 23, 1986",33,1000000.0
Ligue 1,FCO Dijon,Naïm Sliti,Left Winger,"Jul 27, 1992",26,8000000.0
Ligue 1,FCO Dijon,Jules Keita,Left Winger,"Jul 20, 1998",20,2000000.0
Ligue 1,FCO Dijon,Chang-hun Kwon,Right Winger,"Jun 30, 1994",24,7500000.0
Ligue 1,FCO Dijon,Wesley Saïd,Centre-Forward,"Apr 19, 1995",23,6000000.0
Ligue 1,FCO Dijon,Julio Tavarès,Centre-Forward,"Nov 19, 1988",30,3500000.0
Ligue 1,FCO Dijon,Benjamin Jeannot,Centre-Forward,"Jan 22, 1992",27,2500000.0
Ligue 1,FCO Dijon,Sory Kaba,Centre-Forward,"Jul 28, 1995",23,2000000.0
Ligue 1,FCO Dijon,Sory Doumbouya,Centre-Forward,"Jan 31, 1999",20,150000.0
Ligue 1,EA Guingamp,Karl-Johan Johnsson,Goalkeeper,"Jan 28, 1990",29,2500000.0
Ligue 1,EA Guingamp,Marc-Aurèle Caillard,Goalkeeper,"May 12, 1994",24,800000.0
Ligue 1,EA Guingamp,Denis Petric,Goalkeeper,"May 24, 1988",30,400000.0
Ligue 1,EA Guingamp,Papy Djilobodji,Centre-Back,"Dec 1, 1988",30,4000000.0
Ligue 1,EA Guingamp,Felix Eboa Eboa,Centre-Back,"Apr 19, 1997",21,4000000.0
Ligue 1,EA Guingamp,Christophe Kerbrat,Centre-Back,"Aug 2, 1986",32,1000000.0
Ligue 1,EA Guingamp,Djegui Koita,Centre-Back,"Aug 5, 1999",19,750000.0
Ligue 1,EA Guingamp,Jérémy Sorbon,Centre-Back,"Aug 5, 1983",35,250000.0
Ligue 1,EA Guingamp,Pedro Rebocho,Left-Back,"Jan 23, 1995",24,4000000.0
Ligue 1,EA Guingamp,Franck Tabanou,Left-Back,"Jan 30, 1989",30,1000000.0
Ligue 1,EA Guingamp,Jordan Ikoko,Right-Back,"Feb 3, 1994",25,1500000.0
